event_id,ticker,event_date,actual_event_trading_day,date,relative_day,return,market_return,abnormal_return,CAR,volume,volatility_proxy
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-14,22,-0.0017714593645015153,0.0005165240112308123,-0.0022879833757323276,-0.017399963579345812,997100.0,0.018695566924183987
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-17,23,0.0015524359009642108,-0.003472078852158611,0.005024514753122822,-0.01237544882622299,1160300.0,0.01771521080818778
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-18,24,0.006423123864614189,0.00626237644688854,0.0001607474177256485,-0.012214701408497342,1949100.0,0.005257722606232044
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-19,25,0.012764351702725607,0.0026667449714870006,0.010097606731238606,-0.002117094677258735,1769000.0,0.007528111605485271
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-20,26,0.0006515484339986166,-0.0018665187699294927,0.0025180672039281093,0.0004009725266693742,1493600.0,0.005769942617108855
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-21,27,-0.010423161145075799,0.0004673776159287435,-0.010890538761004542,-0.010489566234335168,1011300.0,0.008538169298657647
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-24,28,0.0061443246962655795,0.004252869170478624,0.0018914555257869559,-0.008598110708548212,1666400.0,0.008697425435556815
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-25,29,-0.051036182619010884,-0.0033504939289876745,-0.04768568869002321,-0.05628379939857142,3949500.0,0.025314684013743215
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-26,30,-0.00321709681984772,-0.0020076747678104967,-0.0012094220520372234,-0.057493221450608645,2146200.0,0.02286825944463599
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-27,31,0.0002303583730296488,-0.0026666205331860038,0.0028969789062156526,-0.05459624254439299,2392800.0,0.022812665021975882
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-28,32,-0.003688578342871729,-0.002955794760446606,-0.0007327835824251228,-0.055329026126818115,1470500.0,0.02310096506560607
A_000000000016092800,A,2016-09-14,2016-09-14,2016-10-31,33,0.008098227687553416,4.742555755776756e-05,0.008050802129995649,-0.047278223996822466,1556800.0,0.02346266325966113
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-01,34,-0.0018361053898471313,-0.007245645879533469,0.0054095404896863375,-0.04186868350713613,2133100.0,0.004819927796768412
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-02,35,-0.005288725794917015,-0.006018611036877952,0.000729885241960937,-0.04113879826517519,2240300.0,0.005228455815414034
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-03,36,0.009246695441633923,-0.004577186216263351,0.013823881657897275,-0.027314916607277917,2510100.0,0.006846496330465113
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-04,37,0.01511668880147865,-0.001101491509421404,0.016218180310900054,-0.011096736296377863,2220900.0,0.008404587443976753
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-07,38,0.03136276828493778,0.02205702088629069,0.00930574739864709,-0.001790988897730772,1724000.0,0.014633549703332034
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-08,39,-0.0019688903108452394,0.004503709540718104,-0.006472599851563343,-0.008263588749294115,2136700.0,0.014659862178854297
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-09,40,0.007014479379517935,0.010602302760411408,-0.0035878233808934734,-0.011851412130187589,3501200.0,0.012370099293132516
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-10,41,0.02372622399092772,0.0024954841546533935,0.021230739836274326,0.009379327706086737,2558700.0,0.01318711433547144
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-11,42,-0.014033226124766207,-0.0023050395182413475,-0.01172818660652486,-0.002348858900438122,2219300.0,0.018516889818710764
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-14,43,-0.022428221478819954,0.0007854550998478427,-0.023213676578667797,-0.02556253547910592,3443200.0,0.0180564643076746
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-15,44,0.0015438740345237179,0.0078028326420647165,-0.006258958607540999,-0.03182149408664692,4710200.0,0.018103780531345075
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-16,45,0.017181108824366298,-0.0018785741959028712,0.01905968302026917,-0.012761811066377748,4026800.0,0.019705892921554752
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-17,46,-0.005197262926084356,0.005140919570523872,-0.010338182496608228,-0.023099993562985977,2070600.0,0.015160400477793799
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-18,47,-0.01959041833686259,-0.002237709624440698,-0.017352708712421894,-0.04045270227540787,3148500.0,0.01619451060972379
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-21,48,-0.0015543614239635906,0.007551725131101694,-0.009106086555065285,-0.049558788830473155,2540100.0,0.013221026807295496
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-22,49,-0.011341336661384815,0.001953220419406154,-0.01329455708079097,-0.06285334591126412,2831200.0,0.013720057127675836
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-23,50,0.004273480976675792,0.0005441721157084523,0.0037293088609673397,-0.059124037050296785,1926300.0,0.00917682362063436
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-25,51,0.005375449763566964,0.003715305643174238,0.0016601441203927259,-0.05746389292990406,877100.0,0.010696695017160238
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-28,52,-0.02873693544800393,-0.004694915179425885,-0.024042020268578046,-0.0815059131984821,2241800.0,0.014137008758865605
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-29,53,0.020183638719481145,0.0019502164654001675,0.018233422254080978,-0.06327249094440113,1951900.0,0.018627800886240754
A_000000000016092800,A,2016-09-14,2016-09-14,2016-11-30,54,-0.011241388494990567,-0.0023990053434622682,-0.008842383151528299,-0.07211487409592943,2238600.0,0.018615385969731266
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-01,55,-0.017507744293172367,-0.003675607862775765,-0.013832136430396602,-0.08594701052632603,2823100.0,0.019307444868243963
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-02,56,0.018976925536323463,0.0005010110902545772,0.018475914446068886,-0.06747109608025714,2153200.0,0.02213051931166557
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-05,57,0.01135590943187803,0.0060089605972608595,0.005346948834617171,-0.06212414724563997,2495000.0,0.01756833908881227
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-06,58,0.006961822478093405,0.0031675266617789966,0.003794295816314408,-0.05832985142932556,1136700.0,0.01545826705396288
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-07,59,0.00334530460411564,0.013080430889876427,-0.009735126285760787,-0.06806497771508635,1815200.0,0.013676984568138909
A_000000000016092800,A,2016-09-14,2016-09-14,2016-12-08,60,0.018003684138536258,0.002448795378363844,0.015554888760172414,-0.052510088954913936,1848400.0,0.006801757343515981
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-04-27,-3,0.013239054086519042,0.0009387949034957987,0.012300259183023243,0.012300259183023243,6117600.0,
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-04-30,-2,-0.02208064401507115,-0.007690651878034416,-0.014389992137036733,-0.00208973295401349,7449400.0,0.024974798037096055
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-01,-1,0.05717222047337178,0.0017769762602213302,0.05539524421315045,0.05330551125913696,11910500.0,0.03970436733405588
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-02,0,-0.016654985743247308,-0.006717477065595223,-0.009937508677652085,0.04336800258148488,7625600.0,0.036322821654302645
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-03,1,-0.0008966792298670256,-0.0022037867711650616,0.001307107541298036,0.04467511012278291,7699500.0,0.031702578075363634
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-04,2,-0.0010972220468882243,0.012946321787342452,-0.014043543834230676,0.030631566288552237,5224400.0,0.03154972942337418
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-07,3,-0.005390497533144023,0.0033835803145312315,-0.008774077847675255,0.021857488440876982,6151500.0,0.028972227107423823
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-08,4,-0.0023085815075503113,0.0,-0.0023085815075503113,0.01954890693332667,7620900.0,0.0066132523975335495
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-09,5,0.017907731454938514,0.009665749661637912,0.008241981793300601,0.027790888726627272,5665600.0,0.009268027847192032
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-10,6,0.016504906355385707,0.009350314684216876,0.007154591671168831,0.0349454803977961,5369700.0,0.011151797463813657
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-11,7,0.012931224668932595,0.003051674320238451,0.009879550348694144,0.044825030746490246,6358900.0,0.010958565058373167
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-14,8,0.016414362453870845,0.0004765936269477411,0.015937768826923104,0.06076279957341335,8471700.0,0.00836457498948072
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-15,9,-0.016149282281138322,-0.00688742219509042,-0.009261860086047902,0.05150093948736545,8387600.0,0.01446740889011841
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-16,10,0.008255272190736074,0.00420512436396403,0.004050147826772044,0.05555108731413749,8296700.0,0.013691874514753892
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-17,11,0.002665528470281009,-0.0008447716947252992,0.003510300165006308,0.0590613874791438,6702900.0,0.012809906223357603
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-18,12,0.006266764876983633,-0.002500147431570676,0.008766912308554309,0.06782829978769811,5328000.0,0.012081375620086418
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-21,13,0.002358747459646926,0.0075187323967145225,-0.0051599849370675965,0.06266831485063051,5797300.0,0.009728591203623902
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-22,14,0.0,-0.0027800950148981762,0.0027800950148981762,0.06544840986552869,9456800.0,0.0033045015588740807
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-23,15,-0.005930609525554242,0.002751171646951267,-0.00868178117250551,0.05676662869302318,12816600.0,0.004510165137437607
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-24,16,-0.02329534573623726,-0.002048605877967735,-0.021246739858269525,0.035519888834753655,13164500.0,0.01159531849686165
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-25,17,-0.019972797510585227,-0.002382645997277555,-0.017590151513307672,0.017929737321445982,25301700.0,0.011656804587378814
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-29,18,-0.01592804185946839,-0.01150104316434708,-0.004426998695121309,0.013502738626324673,25494700.0,0.00977446346849195
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-30,19,0.035588681304695724,0.01334475060156004,0.022243930703135684,0.03574666932946036,31273400.0,0.024096237410708626
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-05-31,20,-0.03951077875823983,-0.006125861969914936,-0.03338491678832489,0.0023617525411354645,18910900.0,0.02839965073410141
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-01,21,-0.00899544128614671,0.009817600481291766,-0.018813041767438476,-0.016451289226303012,14837300.0,0.02776932745244702
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-04,22,0.010708933287480571,0.0047511687169465855,0.0059577645705339854,-0.010493524655769026,10922500.0,0.028333593195680865
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-05,23,0.001412541305574333,0.0007278694674022201,0.0006846718381721129,-0.009808852817596914,10199000.0,0.027500561905590405
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-06,24,0.007456947342248332,0.008360644676367324,-0.0009036973341189913,-0.010712550151715905,4933500.0,0.020291246204261586
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-07,25,-0.006601261749970111,-0.00010824621401239742,-0.0064930155359577135,-0.01720556568767362,5092500.0,0.008567473260921691
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-08,26,0.011175813587736227,0.002956145016574263,0.008219668571161964,-0.008985897116511654,4012900.0,0.007484731564719972
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-11,27,-0.006572111357671995,0.0013302113205571064,-0.007902322678229101,-0.016888219794740755,5770100.0,0.008059540439043139
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-12,28,-0.008619202769981849,0.001292057817789738,-0.009911260587771586,-0.026799480382512342,8060400.0,0.009213684763594219
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-13,29,-0.01344665202530626,-0.00319050365657092,-0.01025614836873534,-0.03705562875124768,7816200.0,0.009366985095481499
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-14,30,0.011990339914850878,0.0025176825917641033,0.009472657323086775,-0.027582971428160907,4648700.0,0.011842451906834138
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-15,31,0.008303211720274373,-0.0012758443664393493,0.009579056086713722,-0.018003915341447185,20806200.0,0.011147662088905186
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-18,32,-0.0109468111343759,-0.0020566125465026897,-0.00889019858787321,-0.026894113929320396,6425600.0,0.011782319206647022
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-19,33,-0.004772611376637426,-0.0038332349193522797,-0.000939376457285146,-0.02783349038660554,5528300.0,0.011406031164176957
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-20,34,0.002448867628590534,0.0017061391245891677,0.0007427285040013665,-0.027090761882604175,5842700.0,0.009373560229365084
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-21,35,-0.02748093120098083,-0.006268712813796151,-0.021212218387184678,-0.04830298026978885,7225000.0,0.013803751743115227
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-22,36,-0.02155944431569734,0.0018234204408877908,-0.02338286475658513,-0.07168584502637398,9454800.0,0.012166431846075914
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-25,37,-0.004706267924486696,-0.013613221458503966,0.00890695353401727,-0.06277889149235671,5573100.0,0.012670411247833408
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-26,38,-0.00999443811853451,0.002214265239518065,-0.012208703358052575,-0.07498759485040929,5117100.0,0.012213709765095553
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-27,39,-0.00662191574607951,-0.008284199760796862,0.0016622840147173523,-0.07332531083569194,5833000.0,0.009946211089336132
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-28,40,0.01005313267788055,0.005717251703627246,0.004335880974253303,-0.06898942986143863,6698900.0,0.011360181128412666
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-06-29,41,0.002380584827631038,0.0014397806005095326,0.0009408042271215056,-0.06804862563431713,6787900.0,0.008012765691671324
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-02,42,0.00496454393448853,0.0021378412733012997,0.0028267026611872303,-0.0652219229731299,3854500.0,0.008291496288369596
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-03,43,0.005370257154293734,-0.0035310606751354223,0.008901317829429156,-0.05632060514370074,2452400.0,0.006162917948949001
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-05,44,0.009293885225434062,0.008158391454813119,0.0011354937706209434,-0.0551851113730798,4744000.0,0.003201397116299728
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-06,45,0.025825129652524925,0.008457745324652821,0.017367384327872104,-0.037817727045207694,5867400.0,0.009418614372403631
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-09,46,0.001238315315570615,0.009004393222669549,-0.007766077907098934,-0.04558380495230663,5953100.0,0.009647569416928575
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-10,47,0.018549103478240125,0.003598316488673481,0.014950786989566645,-0.030633017962739983,5119900.0,0.01001374130052769
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-11,48,-0.03925522326239317,-0.007314438962857772,-0.031940784299535396,-0.06257380226227538,6230000.0,0.025450426149404255
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-12,49,0.017127656245251366,0.0090662784373996,0.008061377807851766,-0.054512424454423614,4672000.0,0.026156071367499343
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-13,50,0.010668158028026342,0.0007874738616271415,0.0098806841663992,-0.04463174028802441,3712400.0,0.02387399355340761
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-16,51,-0.003932407994060916,-0.0008943258083147221,-0.0030380821857461937,-0.04766982247377061,3783500.0,0.024008738713344604
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-17,52,-0.008727247610784028,0.004045237541399516,-0.012772485152183544,-0.06044230762595415,5107500.0,0.021928415273686212
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-18,53,-0.010585558285184482,0.0021036462711716553,-0.012689204556356137,-0.07313151218231029,5521900.0,0.012315714951816298
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-19,54,-0.04714026566468199,-0.003771434114365868,-0.04336883155031612,-0.11650034373262641,19747200.0,0.021368582500274617
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-20,55,-0.011561755533711082,-0.001142699977867978,-0.010419055555843104,-0.12691939928846951,11791900.0,0.017439120519190374
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-23,56,0.005511065010715299,0.0018591884623000432,0.003651876548415256,-0.12326752274005426,6316800.0,0.019513523947015585
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-24,57,0.02393764466415349,0.00503200840281548,0.01890563626133801,-0.10436188647871625,7965000.0,0.02623875207712674
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-25,58,0.01726007942024088,0.008522748429186322,0.00873733099105456,-0.09562455548766169,7494300.0,0.02840952448525881
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-26,59,0.008805731063965982,-0.0023596565430504812,0.011165387607016464,-0.08445916788064523,6812400.0,0.013473483199995882
ABBV_000000000018013671,ABBV,2018-05-02,2018-05-02,2018-07-27,60,-0.03598061749049564,-0.00677598797785095,-0.029204629512644686,-0.11366379739328991,12905800.0,0.02343674505497604
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-06,-3,-0.023200305300622337,-0.014216012776330667,-0.00898429252429167,-0.00898429252429167,8743800.0,
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-07,-2,0.01373853870632602,0.017406685132725697,-0.0036681464263996766,-0.012652438950691347,5899700.0,0.026119707086505243
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-08,-1,0.003101043079123844,0.008862388074092342,-0.005761344994968498,-0.018413783945659845,5535100.0,0.01901488643309581
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-09,0,0.004121905331025966,0.00893038323127704,-0.004808477900251074,-0.02322226184591092,6005800.0,0.015836193848779965
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-12,1,0.007069169906230854,0.016087499107795056,-0.009018329201564201,-0.03224059104747512,7314900.0,0.014132541236231868
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-13,2,-0.005547804606875539,-0.006525994076330699,0.0009781894694551596,-0.03126240157801996,7851700.0,0.006982291638326219
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-14,3,-0.0066933960232669065,-0.0062834927407497965,-0.00040990328251711006,-0.03167230486053707,5863900.0,0.00615057250402131
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-15,4,-0.009759738470235257,-0.001235842361735351,-0.008523896108499907,-0.04019620096903698,6190900.0,0.007321625787026466
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-16,5,0.012202295393733076,-0.0006045224646743508,0.012806817858407427,-0.02738938311062955,5358500.0,0.009594417020869416
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-19,6,-0.022719169463087274,-0.015203442809775036,-0.007515726653312238,-0.03490510976394179,10288000.0,0.01249407079966157
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-20,7,-0.0007118924603111143,0.0040058040119839156,-0.00471769647229503,-0.03962280623623682,6932100.0,0.012770669337625102
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-21,8,-0.016142467394770654,-0.001892948144975093,-0.014249519249795561,-0.05387232548603238,9776900.0,0.013653327353133567
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-22,9,0.01713141023819076,0.005485590718720124,0.011645819519470635,-0.042226505966561745,8080100.0,0.017310814086567303
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-23,10,0.0003555550190375012,0.003395220801602594,-0.003039665782565093,-0.04526617174912684,4238700.0,0.015598838733026735
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-26,11,-0.004979800010212587,-0.018480186267131105,0.013500386256918517,-0.03176578549220832,7986300.0,0.011997046183713982
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-27,12,-0.014418559785760898,-0.003447344645416961,-0.010971215140343937,-0.04273700063255226,6705600.0,0.013432198051755785
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-28,13,-0.026840795648613636,-0.034178918592444374,0.007338122943830738,-0.03539887768872152,11480200.0,0.016442289480898414
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-29,14,0.002236567569500858,0.010163351345075622,-0.007926783775574764,-0.04332566146429628,8876700.0,0.012012884165813566
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-10-30,15,0.05491502883772048,-0.010424651218799985,0.06533968005652047,0.022014018592224183,18089100.0,0.031424385191583026
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-11-02,16,0.03701550074271309,0.01120824231064077,0.025807258432072322,0.047821277024296505,10781400.0,0.03449379390786307
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-11-03,17,-0.0032862873666357206,0.017655831378520226,-0.020942118745155947,0.026879158279140558,8518800.0,0.03279410478884513
ABBV_000000000020009552,ABBV,2020-10-09,2020-10-09,2020-11-04,18,0.07435201763550836,0.022349300202967992,0.05200271743254037,0.07888187571168093,25849000.0,0.03342699014919982
